link                                                                                                                                                                         ,size ,price       ,location                                                       ,amenities                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,building_name
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sanghvi-heights-antop-hill-central-mumbai-suburbs-603-sq-ft-spid-G80436581                                  ,   2 , 18500000.0 ,"Antop Hill, Mumbai"                                           ,"['Gated Society', 'East Facing']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"This lovely 2 bhk apartment/flat in antop hill is available for sale in one of central mumbai's most popular projects, sanghvi heights. The flat is east-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 603 sq.Ft. This flat lies on the 17th level of a 22 storey building. An added advantage of this 1-5 years..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Sanghvi Heights
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-chadvanagar-apartment-chhadva-nagar-central-mumbai-suburbs-750-sq-ft-spid-B79526423                         ,   1 , 15000000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"1 BHK (1 Bath) Ready To Move. Too much safety, and security, near BKC, near Equinox."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Chadvanagar Apartment
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kohinoor-city-mumbai-kurla-west-central-mumbai-suburbs-982-sq-ft-spid-W76892165                             ,   2 , 21500000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"2 BHK (2 Baths) Ready To Move. East Facing, Gated Society. This is your chance to a 2 bhk apartment / flat for sale in Kohinoor City Mumbai Kurla West Mumbai."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Kohinoor City Mumbai
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kohinoor-city-phase-2-kurla-west-central-mumbai-suburbs-1250-sq-ft-spid-C80303431                           ,   2 , 23000000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"2 BHK (2 Baths) Ready To Move. East Facing, Close to Mall. Located in prime location. Connected to all modern amenities."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Kohinoor City Phase 2
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-saffron-residency-brahmanwadi-central-mumbai-suburbs-563-sq-ft-spid-G79100355                               ,   2 , 14500000.0 ,"Kurla, Mumbai"                                                ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"2 BHK (2 Baths) Ready To Move. East Facing, Private Garden. This 2 bhk apartment is available for sale in Saffron Residency, one of the most prominent projects for flats in Brahmanwadi, Central Mumbai."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Saffron Residency
https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-mass-u-foria-kurla-west-central-mumbai-suburbs-600-sq-ft-spid-Q79242803                                     ,   1 ,  9200000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"1 BHK (2 Baths) Ready To Move. Fresh Construction, Close to Market. 1 bhk flat on sale in Kurla West, near Equinox Corporate Park and Kurla West Station."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Mass U Foria
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-omkar-meridia-kurla-west-central-mumbai-suburbs-1000-sq-ft-r3-spid-W71300410                                ,   2 , 18500000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"2 BHK (2 Baths) Ready To Move. Omkar Meridia is one of the most popular destination for buying apartments/ flats in Kurla West, Central Mumbai suburbs."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Omkar Meridia
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omkar-meridia-kurla-west-central-mumbai-suburbs-1500-sq-ft-r4-spid-Z72294812                                ,   3 , 22500000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"3 BHK (3 Baths) Ready To Move. Highlights: Private Garden, Recently Renovated. 3 bhk flat on sale in Kurla West, near Equinox Corporate Park and Bandra Kurla Complex."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Omkar Meridia
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kohinoor-city-phase-2-kurla-west-central-mumbai-suburbs-1200-sq-ft-spid-Y79284013                           ,   2 , 25000000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"2 BHK (3 Baths) Ready To Move. East Facing, Kohinoor International School Nearby. 2 bhk builder-finished apartment in Kohinoor City Phase 2."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Kohinoor City Phase 2
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-omkar-meridia-kurla-west-central-mumbai-suburbs-1281-sq-ft-spid-T78948429                                   ,   2 , 18100000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"2 BHK (2 Baths) Ready To Move. Highlights: Private Garden, Close to Metro Station. 2 bhk flat on sale in Kurla West, near Equinox Corporate Park and Kurla West Station."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Omkar Meridia
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kohinoor-city-phase-2-kurla-west-central-mumbai-suburbs-1500-sq-ft-spid-D80604805                           ,   3 , 30000000.0 ,"Kurla West, Mumbai"                                           ,"['Lift', 'Parking', 'Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,"3 BHK (3 Baths) Ready To Move. This 3 bhk apartment is available for sale in Kohinoor City Phase 2, one of the most prominent projects for flats in Kurla West, Central Mumbai."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Kohinoor City Phase 2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-tharwani-riviera-sector-35d-kharghar-navi-mumbai-1657-sq-ft-spid-A79431167                                  ,   3 ,    40000.0 ,"Sector 35D Kharghar, Navi Mumbai"                             ,"['East Facing', 'Full Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,"This lovely 3 bhk apartment for rent in sector 35d kharghar is available in one of navi mumbai's most popular projects, tharwani riviera. This property offers access to nearby landmarks and is close to metro station, close to school, close to hospital and close to market. This flat consists of 3 bathrooms & 3 balconies."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Tharwani Riviera
https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-rent-in-sector-22a-gurgaon-1000-sq-ft-r1-spid-Z78302017                                                  ,   2 ,    32000.0 ,"Sector-22A, Gurgaon"                                          ,"['2 Baths', 'RPS SCHOOL within 1.5km']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"This beautiful 2 bhk builder floor for rent in sector-22a gurgaon in gurgaon is now available. The rent of this property is 32,000. Electricity charges & water charges shall be payable as per schedule. This builder floor will be available from wed, 06 nov 2024, for family only. Floor has attached 2 bathrooms & 2 balconies with 2 rooms."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,2 BHK Independent Builder Floor
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-rent-in-dlf-phase-1-ultra-luxury-builder-floors-dlf-phase-1-gurgaon-4500-sq-ft-spid-S80297543            ,   4 ,   250000.0 ,"DLF Phase 1, Gurgaon"                                         ,"['Full Power Backup', 'Close to Metro Station']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Contact 98111 96453 available for rent 2nd floor 4bhk 5bathroom with lift and stilt car parking near by nh8 and market and metro station                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,DLF Phase 1 Ultra Luxury Builder Floors
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-rent-in-saligao-north-goa-4300-sq-ft-spid-K80549347                                                        ,   5 ,   345000.0 ,"Saligao, Goa"                                                 ,[]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"An impeccable opportunity is here for those who are looking to own aesthetically designed independent villa in , saligao, goa which ensures a relaxed and comfortable stay. Being an independent villa it provides you a serene and tranquil environment with a modern setup."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,5 Bedroom House
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-rent-in-sushant-lok-1-builder-floors-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-P79850533       ,   4 ,   110000.0 ,"B Block Sushant Lok Phase 1, Gurgaon"                         ,"['Full Power Backup', 'Close to Metro Station']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Contact 99531 46760 for rent sushant lok1 b block 300y 3th floor 4bhk 5bathroom with lift and stilt car parking near by nh8 and market and metro station                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,4 BHK Independent Builder Floor
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-rent-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-E79823701                                                    ,   4 ,   125000.0 ,"DLF Phase 2, Gurgaon"                                         ,"['Close to Metro Station', 'Gated Society']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Contact- 98111 96453...We have 3 and 4 bhk in dlf and sushant lok. Contact for details.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,4 BHK Independent Builder Floor
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-rent-in-dlf-city-plots-phase-2-dlf-phase-2-gurgaon-2700-sq-ft-spid-Q79654365                             ,   4 ,   140000.0 ,"DLF Phase 2, Gurgaon"                                         ,"['East Facing', 'Full Power Backup']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,"This builder floor for rent in dlf phase 2, gurgaon is now available at a monthly rent of 1.4 lac negotiable. Other charges to be paid include 2500 monthly maintenance."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,4 BHK Independent Builder Floor
